,Cday,CT,bin,data
1149,5,18,10,0.0
1150,5,19,1,0.0
1151,5,19,2,0.0
1152,5,19,3,0.0
1153,5,19,4,0.0
1154,5,19,5,0.0
1155,5,19,6,0.0
1156,5,19,7,0.0
1157,5,19,8,0.0
1158,5,19,9,0.0
1159,5,19,10,0.0
1160,5,20,1,0.0
1161,5,20,2,0.0
1162,5,20,3,0.0
1163,5,20,4,0.0
1164,5,20,5,0.0
1165,5,20,6,0.0
1166,5,20,7,0.0
1167,5,20,8,0.0
1168,5,20,9,70.0
1169,5,20,10,116.0
1170,5,21,1,54.0
1171,5,21,2,21.0
1172,5,21,3,68.0
1173,5,21,4,0.0
1174,5,21,5,0.0
1175,5,21,6,0.0
1176,5,21,7,0.0
1177,5,21,8,0.0
1178,5,21,9,0.0
1179,5,21,10,0.0
1180,5,22,1,0.0
1181,5,22,2,0.0
1182,5,22,3,0.0
1183,5,22,4,0.0
1184,5,22,5,0.0
1185,5,22,6,0.0
1186,5,22,7,0.0
1187,5,22,8,0.0
1188,5,22,9,0.0
1189,5,22,10,38.0
1190,5,23,1,0.0
1191,5,23,2,57.0
1192,5,23,3,28.0
1193,5,23,4,22.0
1194,5,23,5,53.0
1195,5,23,6,77.0
1196,5,23,7,29.0
1197,5,23,8,0.0
1198,5,23,9,0.0
1199,5,23,10,0.0
1200,6,0,1,0.0
1201,6,0,2,0.0
1202,6,0,3,0.0
1203,6,0,4,0.0
1204,6,0,5,0.0
1205,6,0,6,0.0
1206,6,0,7,0.0
1207,6,0,8,0.0
1208,6,0,9,0.0
1209,6,0,10,0.0
1210,6,1,1,0.0
1211,6,1,2,0.0
1212,6,1,3,0.0
1213,6,1,4,0.0
1214,6,1,5,0.0
1215,6,1,6,0.0
1216,6,1,7,0.0
1217,6,1,8,0.0
1218,6,1,9,0.0
1219,6,1,10,0.0
1220,6,2,1,0.0
1221,6,2,2,0.0
1222,6,2,3,0.0
1223,6,2,4,0.0
1224,6,2,5,0.0
1225,6,2,6,0.0
1226,6,2,7,0.0
1227,6,2,8,0.0
1228,6,2,9,0.0
1229,6,2,10,0.0
1230,6,3,1,0.0
1231,6,3,2,0.0
1232,6,3,3,0.0
1233,6,3,4,0.0
1234,6,3,5,0.0
1235,6,3,6,0.0
1236,6,3,7,0.0
1237,6,3,8,0.0
1238,6,3,9,0.0
1239,6,3,10,0.0
1240,6,4,1,0.0
1241,6,4,2,0.0
1242,6,4,3,0.0
1243,6,4,4,0.0
1244,6,4,5,0.0
1245,6,4,6,0.0
1246,6,4,7,0.0
1247,6,4,8,0.0
1248,6,4,9,0.0
1249,6,4,10,0.0
1250,6,5,1,0.0
1251,6,5,2,0.0
1252,6,5,3,0.0
1253,6,5,4,0.0
1254,6,5,5,0.0
1255,6,5,6,0.0
1256,6,5,7,0.0
1257,6,5,8,0.0
1258,6,5,9,0.0
1259,6,5,10,0.0
1260,6,6,1,0.0
1261,6,6,2,0.0
1262,6,6,3,0.0
1263,6,6,4,0.0
1264,6,6,5,0.0
1265,6,6,6,0.0
1266,6,6,7,0.0
1267,6,6,8,0.0
1268,6,6,9,0.0
1269,6,6,10,0.0
1270,6,7,1,0.0
1271,6,7,2,0.0
1272,6,7,3,0.0
1273,6,7,4,0.0
1274,6,7,5,0.0
1275,6,7,6,0.0
1276,6,7,7,0.0
1277,6,7,8,0.0
1278,6,7,9,0.0
1279,6,7,10,0.0
1280,6,8,1,0.0
1281,6,8,2,0.0
1282,6,8,3,0.0
1283,6,8,4,0.0
1284,6,8,5,0.0
1285,6,8,6,0.0
1286,6,8,7,0.0
1287,6,8,8,0.0
1288,6,8,9,0.0
1289,6,8,10,0.0
1290,6,9,1,0.0
1291,6,9,2,0.0
1292,6,9,3,0.0
1293,6,9,4,0.0
1294,6,9,5,0.0
1295,6,9,6,0.0
1296,6,9,7,0.0
1297,6,9,8,0.0
1298,6,9,9,0.0
1299,6,9,10,0.0
1300,6,10,1,0.0
1301,6,10,2,0.0
1302,6,10,3,0.0
1303,6,10,4,0.0
1304,6,10,5,1.0
1305,6,10,6,0.0
1306,6,10,7,0.0
1307,6,10,8,0.0
1308,6,10,9,0.0
1309,6,10,10,0.0
1310,6,11,1,0.0
1311,6,11,2,0.0
1312,6,11,3,0.0
1313,6,11,4,0.0
1314,6,11,5,0.0
1315,6,11,6,0.0
1316,6,11,7,0.0
1317,6,11,8,0.0
1318,6,11,9,0.0
1319,6,11,10,18.0
1320,6,12,1,125.0
1321,6,12,2,110.0
1322,6,12,3,42.0
1323,6,12,4,0.0
1324,6,12,5,84.0
1325,6,12,6,69.0
1326,6,12,7,93.0
1327,6,12,8,79.0
1328,6,12,9,0.0
1329,6,12,10,67.0
1330,6,13,1,0.0
1331,6,13,2,82.0
1332,6,13,3,32.0
1333,6,13,4,79.0
1334,6,13,5,50.0
1335,6,13,6,0.0
1336,6,13,7,0.0
1337,6,13,8,0.0
1338,6,13,9,0.0
1339,6,13,10,0.0
1340,6,14,1,0.0
1341,6,14,2,0.0
1342,6,14,3,0.0
1343,6,14,4,0.0
1344,6,14,5,0.0
1345,6,14,6,0.0
1346,6,14,7,0.0
1347,6,14,8,0.0
1348,6,14,9,0.0
1349,6,14,10,0.0
1350,6,15,1,78.0
1351,6,15,2,111.0
1352,6,15,3,90.0
1353,6,15,4,56.0
1354,6,15,5,0.0
1355,6,15,6,0.0
1356,6,15,7,0.0
1357,6,15,8,0.0
1358,6,15,9,0.0
1359,6,15,10,0.0
1360,6,16,1,56.0
1361,6,16,2,0.0
1362,6,16,3,0.0
1363,6,16,4,0.0
1364,6,16,5,0.0
1365,6,16,6,0.0
1366,6,16,7,0.0
1367,6,16,8,0.0
1368,6,16,9,0.0
1369,6,16,10,0.0
1370,6,17,1,0.0
1371,6,17,2,0.0
1372,6,17,3,50.0
1373,6,17,4,103.0
1374,6,17,5,0.0
1375,6,17,6,0.0
1376,6,17,7,0.0
1377,6,17,8,0.0
1378,6,17,9,0.0
1379,6,17,10,0.0
1380,6,18,1,0.0
1381,6,18,2,0.0
1382,6,18,3,0.0
1383,6,18,4,0.0
1384,6,18,5,0.0
1385,6,18,6,0.0
1386,6,18,7,0.0
1387,6,18,8,0.0
1388,6,18,9,0.0
1389,6,18,10,0.0
1390,6,19,1,43.0
1391,6,19,2,0.0
1392,6,19,3,0.0
1393,6,19,4,55.0
1394,6,19,5,0.0
1395,6,19,6,88.0
1396,6,19,7,67.0
1397,6,19,8,79.0
1398,6,19,9,3.0
1399,6,19,10,0.0
1400,6,20,1,0.0
1401,6,20,2,0.0
1402,6,20,3,0.0
1403,6,20,4,0.0
1404,6,20,5,0.0
1405,6,20,6,0.0
1406,6,20,7,0.0
1407,6,20,8,0.0
1408,6,20,9,0.0
1409,6,20,10,0.0
1410,6,21,1,0.0
1411,6,21,2,0.0
1412,6,21,3,0.0
1413,6,21,4,0.0
1414,6,21,5,0.0
1415,6,21,6,0.0
1416,6,21,7,0.0
1417,6,21,8,0.0
1418,6,21,9,0.0
1419,6,21,10,0.0
1420,6,22,1,0.0
1421,6,22,2,0.0
1422,6,22,3,0.0
1423,6,22,4,0.0
1424,6,22,5,0.0
1425,6,22,6,68.0
1426,6,22,7,0.0
1427,6,22,8,0.0
1428,6,22,9,0.0
1429,6,22,10,0.0
1430,6,23,1,0.0
1431,6,23,2,0.0
1432,6,23,3,0.0
1433,6,23,4,0.0
1434,6,23,5,38.0
1435,6,23,6,0.0
1436,6,23,7,45.0
1437,6,23,8,0.0
1438,6,23,9,1.0
1439,6,23,10,0.0
1440,7,0,1,0.0
1441,7,0,2,0.0
1442,7,0,3,0.0
1443,7,0,4,0.0
1444,7,0,5,0.0
1445,7,0,6,0.0
1446,7,0,7,0.0
1447,7,0,8,0.0
1448,7,0,9,0.0
1449,7,0,10,0.0
1450,7,1,1,0.0
1451,7,1,2,0.0
1452,7,1,3,0.0
1453,7,1,4,0.0
1454,7,1,5,0.0
1455,7,1,6,0.0
1456,7,1,7,0.0
1457,7,1,8,0.0
1458,7,1,9,0.0
1459,7,1,10,0.0
1460,7,2,1,0.0
1461,7,2,2,0.0
1462,7,2,3,0.0
1463,7,2,4,1.0
1464,7,2,5,2.0
1465,7,2,6,0.0
1466,7,2,7,0.0
1467,7,2,8,0.0
1468,7,2,9,0.0
1469,7,2,10,0.0
1470,7,3,1,0.0
1471,7,3,2,0.0
1472,7,3,3,0.0
1473,7,3,4,0.0
1474,7,3,5,0.0
1475,7,3,6,0.0
1476,7,3,7,0.0
1477,7,3,8,0.0
1478,7,3,9,0.0
1479,7,3,10,0.0
1480,7,4,1,0.0
1481,7,4,2,0.0
1482,7,4,3,0.0
1483,7,4,4,0.0
1484,7,4,5,0.0
1485,7,4,6,0.0
1486,7,4,7,0.0
1487,7,4,8,0.0
1488,7,4,9,0.0
1489,7,4,10,0.0
1490,7,5,1,0.0
1491,7,5,2,0.0
1492,7,5,3,0.0
1493,7,5,4,0.0
1494,7,5,5,0.0
1495,7,5,6,0.0
1496,7,5,7,0.0
1497,7,5,8,0.0
1498,7,5,9,0.0
1499,7,5,10,0.0
1500,7,6,1,0.0
1501,7,6,2,0.0
1502,7,6,3,0.0
1503,7,6,4,0.0
1504,7,6,5,0.0
1505,7,6,6,0.0
1506,7,6,7,0.0
1507,7,6,8,0.0
1508,7,6,9,0.0
1509,7,6,10,0.0
1510,7,7,1,0.0
1511,7,7,2,0.0
1512,7,7,3,0.0
1513,7,7,4,0.0
1514,7,7,5,0.0
1515,7,7,6,0.0
1516,7,7,7,0.0
1517,7,7,8,0.0
1518,7,7,9,0.0
1519,7,7,10,0.0
1520,7,8,1,0.0
1521,7,8,2,0.0
1522,7,8,3,0.0
1523,7,8,4,0.0
1524,7,8,5,0.0
1525,7,8,6,0.0
1526,7,8,7,0.0
1527,7,8,8,0.0
1528,7,8,9,0.0
1529,7,8,10,0.0
1530,7,9,1,0.0
1531,7,9,2,0.0
1532,7,9,3,0.0
1533,7,9,4,0.0
1534,7,9,5,0.0
1535,7,9,6,0.0
1536,7,9,7,0.0
1537,7,9,8,0.0
1538,7,9,9,0.0
1539,7,9,10,0.0
1540,7,10,1,0.0
1541,7,10,2,0.0
1542,7,10,3,
1543,7,10,4,0.0
1544,7,10,5,2.0
1545,7,10,6,0.0
1546,7,10,7,0.0
1547,7,10,8,0.0
1548,7,10,9,0.0
1549,7,10,10,0.0
1550,7,11,1,0.0
1551,7,11,2,0.0
1552,7,11,3,0.0
1553,7,11,4,0.0
1554,7,11,5,0.0
1555,7,11,6,0.0
1556,7,11,7,0.0
1557,7,11,8,0.0
1558,7,11,9,0.0
1559,7,11,10,32.0
1560,7,12,1,127.0
1561,7,12,2,0.0
1562,7,12,3,0.0
1563,7,12,4,104.0
1564,7,12,5,88.0
1565,7,12,6,97.0
1566,7,12,7,0.0
1567,7,12,8,0.0
1568,7,12,9,0.0
1569,7,12,10,93.0
1570,7,13,1,43.0
1571,7,13,2,0.0
1572,7,13,3,68.0
1573,7,13,4,18.0
1574,7,13,5,0.0
1575,7,13,6,0.0
1576,7,13,7,64.0
1577,7,13,8,0.0
1578,7,13,9,0.0
1579,7,13,10,0.0
1580,7,14,1,0.0
1581,7,14,2,0.0
1582,7,14,3,0.0
1583,7,14,4,0.0
1584,7,14,5,0.0
1585,7,14,6,0.0
1586,7,14,7,0.0
1587,7,14,8,0.0
1588,7,14,9,0.0
1589,7,14,10,0.0
1590,7,15,1,0.0
1591,7,15,2,1.0
1592,7,15,3,0.0
1593,7,15,4,0.0
1594,7,15,5,0.0
1595,7,15,6,16.0
1596,7,15,7,0.0
1597,7,15,8,0.0
1598,7,15,9,0.0
1599,7,15,10,0.0
1600,7,16,1,0.0
1601,7,16,2,0.0
1602,7,16,3,0.0
1603,7,16,4,0.0
1604,7,16,5,0.0
1605,7,16,6,0.0
1606,7,16,7,0.0
1607,7,16,8,58.0
1608,7,16,9,0.0
1609,7,16,10,91.0
1610,7,17,1,34.0
1611,7,17,2,0.0
1612,7,17,3,0.0
1613,7,17,4,0.0
1614,7,17,5,0.0
1615,7,17,6,0.0
1616,7,17,7,0.0
1617,7,17,8,0.0
1618,7,17,9,0.0
1619,7,17,10,0.0
1620,7,18,1,0.0
1621,7,18,2,0.0
1622,7,18,3,0.0
1623,7,18,4,0.0
1624,7,18,5,0.0
1625,7,18,6,0.0
1626,7,18,7,0.0
1627,7,18,8,0.0
1628,7,18,9,0.0
1629,7,18,10,0.0
1630,7,19,1,0.0
1631,7,19,2,0.0
1632,7,19,3,0.0
1633,7,19,4,0.0
1634,7,19,5,0.0
1635,7,19,6,99.0
1636,7,19,7,49.0
1637,7,19,8,27.0
1638,7,19,9,31.0
1639,7,19,10,0.0
1640,7,20,1,0.0
1641,7,20,2,0.0
1642,7,20,3,0.0
1643,7,20,4,0.0
1644,7,20,5,0.0
1645,7,20,6,0.0
1646,7,20,7,0.0
1647,7,20,8,0.0
1648,7,20,9,0.0
1649,7,20,10,0.0
1650,7,21,1,0.0
1651,7,21,2,0.0
1652,7,21,3,0.0
1653,7,21,4,0.0
1654,7,21,5,0.0
1655,7,21,6,0.0
1656,7,21,7,0.0
1657,7,21,8,0.0
1658,7,21,9,0.0
1659,7,21,10,0.0
1660,7,22,1,0.0
1661,7,22,2,0.0
1662,7,22,3,0.0
1663,7,22,4,0.0
1664,7,22,5,23.0
1665,7,22,6,64.0
1666,7,22,7,0.0
1667,7,22,8,87.0
1668,7,22,9,46.0
1669,7,22,10,54.0
1670,7,23,1,0.0
1671,7,23,2,0.0
1672,7,23,3,0.0
1673,7,23,4,0.0
1674,7,23,5,0.0
1675,7,23,6,86.0
1676,7,23,7,0.0
1677,7,23,8,34.0
1678,7,23,9,61.0
1679,7,23,10,24.0
